,s,eta_consumer,C0-P0_estimated_cost,C0-P0_risk_group,C0-P0_price,C0-P0_coverage,C0-P0_ce_outside,ce_no_insurance,C0-P0_welfare,C0-PA_estimated_cost,C0-PA_risk_group,C0-PA_price,C0-PA_coverage,C0-PA_ce_outside,C0-PA_welfare,C0-POB_estimated_cost,C0-POB_risk_group,C0-POB_price,C0-POB_coverage,C0-POB_ce_outside,C0-POB_welfare,C0-PDP_estimated_cost,C0-PDP_risk_group,C0-PDP_price,C0-PDP_coverage,C0-PDP_ce_outside,C0-PDP_welfare,C0-PAF_estimated_cost,C0-PAF_risk_group,C0-PAF_price,C0-PAF_coverage,C0-PAF_ce_outside,C0-PAF_welfare
4933,1,199.02751170286598,40.955437,3,199.91035,0.7547778,-33514.39,-33315.367,-33481.336,42.211475,3,198.40417,0.7618601,-33514.39,-33479.88,51.49472,3,226.1574,0.6107997,-33514.39,-33503.67,42.90182,3,227.53127,0.6023768,-33514.39,-33504.65,44.87837,3,207.04169,0.71936476,-33514.39,-33488.016
4934,0,180.04007257645955,189.24557,1,329.20706,0.7224989,-34505.113,-34325.082,-34478.273,185.94987,1,412.21317,0.234515,-34505.113,-34515.867,191.37146,1,359.91486,0.541353,-34505.113,-34501.63,183.62285,1,313.9353,0.79412293,-34505.113,-34463.49,176.89818,1,323.9847,0.74863195,-34505.113,-34473.39
4942,0,176.5223565554382,893.0266,0,1028.1501,0.7180294,-36223.08,-36046.605,-36197.523,892.3723,0,932.3914,0.969071,-36223.08,-36095.793,864.3662,0,1003.46765,0.82954705,-36223.08,-36173.074,875.9319,0,1008.0105,0.81202155,-36223.08,-36177.82,873.8293,0,937.6346,0.9646864,-36223.08,-36101.42
4959,1,179.38994943441955,383.91068,0,540.2031,0.7532292,-33021.383,-32842.016,-32988.984,389.8074,0,627.0425,0.24259213,-33021.383,-33032.016,382.52747,0,542.7082,0.74092066,-33021.383,-32991.375,392.25894,0,569.98126,0.585034,-33021.383,-33013.645,386.9538,0,582.6357,0.5037548,-33021.383,-33021.094
4967,1,192.78404994285847,150.55798,2,302.3519,0.7440416,-32899.344,-32706.568,-32868.52,146.16853,2,401.42267,0.18442357,-32899.344,-32909.973,156.292,2,326.37006,0.6103294,-32899.344,-32888.715,149.92006,2,329.85623,0.5887702,-32899.344,-32891.145,148.9159,2,309.15927,0.7092983,-32899.344,-32874.78
4971,0,160.0901244400073,1535.4955,0,1634.9688,0.62359613,-36054.605,-35894.617,-36042.824,1489.9126,0,748.4972,1.0,-36054.605,-35149.227,1500.6254,0,1611.8918,0.75431305,-36054.605,-36022.926,1512.1162,0,1559.6239,0.92525077,-36054.605,-35967.4,1487.9884,0,1463.3319,0.993816,-36054.605,-35865.234
4982,0,270.95152358005356,124.41734,2,347.69534,0.8256231,-48721.074,-48450.125,-48671.117,129.07756,2,299.98538,0.9415788,-48721.074,-48619.176,133.22682,2,304.3139,0.93516123,-48721.074,-48623.92,139.57396,2,337.6357,0.8597643,-48721.074,-48660.402,136.24422,2,345.34323,0.8341625,-48721.074,-48668.637
4993,0,274.8006553067901,296.2877,1,503.08417,0.81234276,-48678.383,-48403.586,-48632.215,297.729,1,603.11615,0.24693532,-48678.383,-48689.055,295.90222,1,459.87262,0.929451,-48678.383,-48585.395,291.16876,1,489.21866,0.8608749,-48678.383,-48617.52,291.64288,1,500.48508,0.8223289,-48678.383,-48629.508
5014,0,232.9964953340581,426.9464,0,616.1797,0.79540414,-48604.3,-48371.316,-48562.508,429.28482,0,709.28516,0.25938973,-48604.3,-48614.82,420.19247,0,578.72546,0.9109365,-48604.3,-48522.312,432.4938,0,603.9564,0.8420472,-48604.3,-48549.76,435.20868,0,573.8565,0.9206173,-48604.3,-48516.96
5016,0,190.21319651090434,116.900566,2,262.48077,0.73258686,-36465.51,-36275.305,-36436.79,114.52802,2,293.6877,0.55129397,-36465.51,-36461.098,116.644615,2,288.45712,0.5842801,-36465.51,-36457.777,121.8905,2,250.08148,0.7902351,-36465.51,-36424.723,122.42016,2,259.17352,0.7489141,-36465.51,-36433.664
5034,0,174.16674227951202,221.1861,1,367.5985,0.7348012,-37511.56,-37337.402,-37482.492,207.1402,1,279.8156,0.9636407,-37511.56,-37388.85,219.40273,1,386.7198,0.628669,-37511.56,-37498.715,219.93472,1,353.5524,0.7991209,-37511.56,-37468.727,226.2499,1,367.00153,0.7377832,-37511.56,-37481.938
5052,0,275.13821634549674,60.349297,3,285.56845,0.8269152,-48659.367,-48384.23,-48608.98,59.58407,3,228.19434,0.9541229,-48659.367,-48546.492,62.013454,3,236.21596,0.94423413,-48659.367,-48555.24,63.996883,3,273.60318,0.86654454,-48659.367,-48596.207,61.025364,3,281.8349,0.840199,-48659.367,-48605.035
5054,0,228.83279099517824,221.32512,1,403.52054,0.7865837,-48090.07,-47861.246,-48050.195,227.56096,1,462.41568,0.4474157,-48090.07,-48093.742,229.61687,1,396.48712,0.8153761,-48090.07,-48043.0,228.851,1,391.89832,0.8324901,-48090.07,-48038.19,208.33932,1,399.05646,0.8052099,-48090.07,-48045.656
5055,1,169.40790830205734,663.49554,0,790.60706,0.6986078,-34360.05,-34190.684,-34337.56,663.7259,0,522.1025,0.99959934,-34360.05,-34059.48,654.0442,0,802.34674,0.63043076,-34360.05,-34347.156,681.2471,0,1089.3435,0.0009193333,-34360.05,-34360.293,673.8513,0,835.04596,0.42066047,-34360.05,-34365.203
5074,0,278.04163373610675,34.790234,3,254.85156,0.82276624,-47862.594,-47584.555,-47813.36,43.402237,3,173.14813,0.9741207,-47862.594,-47724.715,35.12665,3,210.50539,0.9353288,-47862.594,-47765.145,40.31856,3,243.20879,0.8621941,-47862.594,-47800.965,39.833427,3,251.87804,0.8336083,-47862.594,-47810.23
5087,0,221.32259021357902,53.24511,3,229.68173,0.778845,-46666.8,-46445.477,-46628.555,60.28954,3,192.55127,0.9011571,-46666.8,-46589.094,53.053017,3,227.64752,0.7877021,-46666.8,-46626.52,56.433887,3,217.28781,0.8287191,-46666.8,-46615.836,56.346138,3,226.31557,0.79335684,-46666.8,-46625.176
5089,0,186.80293474140828,117.41174,2,264.5882,0.73532194,-40263.367,-40076.566,-40234.113,117.846985,2,517.0513,0.0041542663,-40263.367,-40264.25,116.09018,2,287.92694,0.6040979,-40263.367,-40253.43,114.73735,2,250.30812,0.80032647,-40263.367,-40220.098,114.307526,2,259.0869,0.7618772,-40263.367,-40228.863
5092,1,399.00117442277667,46.349354,3,367.3067,0.87967193,-26342.486,-25943.494,-26274.924,42.219486,3,128.80156,0.99970543,-26342.486,-26027.268,45.957867,3,220.86276,0.99687886,-26342.486,-26119.93,41.824585,3,386.78586,0.8153961,-26342.486,-26295.74,44.381912,3,372.40726,0.86500376,-26342.486,-26280.459
5093,1,211.42900249880608,40.949,3,205.74234,0.76342815,-35489.715,-35278.29,-35454.87,33.832264,3,154.49199,0.92310077,-35489.715,-35400.27,40.57746,3,215.71774,0.71415776,-35489.715,-35464.242,36.43233,3,230.62645,0.6302071,-35489.715,-35476.633,37.23787,3,211.03781,0.73803145,-35489.715,-35459.938
5103,1,185.40072707718858,92.90618,2,242.62135,0.7402816,-28928.463,-28743.068,-28898.334,100.21106,2,428.7156,0.022889799,-28928.463,-28931.791,104.37386,2,276.7232,0.5423899,-28928.463,-28924.883,98.53363,2,272.92273,0.56655735,-28928.463,-28922.57,109.34495,2,253.93628,0.68057495,-28928.463,-28908.465
5109,1,183.03367920433217,137.93935,2,289.04715,0.74295235,-30596.51,-30413.486,-30565.9,154.60071,2,364.6197,0.2917837,-30596.51,-30606.54,146.22485,2,316.7433,0.58611524,-30596.51,-30588.598,153.57977,2,409.53772,0.11438302,-30596.51,-30605.578,143.50667,2,297.65036,0.6984231,-30596.51,-30573.744
5116,0,168.5539346497888,317.97635,1,466.1465,0.7383167,-41670.277,-41501.742,-41640.6,328.87018,1,508.10538,0.48866343,-41670.277,-41671.133,328.1548,1,490.71423,0.59950346,-41670.277,-41660.906,355.02615,0,462.1235,0.75785875,-41670.277,-41636.766,323.93872,1,465.7648,0.7402336,-41670.277,-41640.234
5136,1,389.9224020484994,52.89933,3,367.8792,0.8772442,-28038.76,-27648.848,-27972.096,46.563995,3,190.58142,0.9985485,-28038.76,-27785.832,50.55453,3,225.25833,0.9964692,-28038.76,-27820.922,50.192406,3,387.68588,0.81068933,-28038.76,-27993.209,48.57219,3,372.6989,0.8631826,-28038.76,-27977.322
5137,0,186.1517155370867,484.38107,0,618.0469,0.7111509,-39702.598,-39516.46,-39677.875,487.628,0,627.60004,0.65785617,-39702.598,-39686.004,470.54684,0,626.87695,0.6620467,-39702.598,-39685.42,470.16534,0,600.0305,0.7970168,-39702.598,-39660.52,482.94952,0,574.54803,0.8836296,-39702.598,-39633.44
5139,0,168.91665892621378,504.3794,0,631.88666,0.6972664,-40478.992,-40310.098,-40456.547,512.877,0,665.1972,0.49274302,-40478.992,-40479.543,483.62915,0,639.3869,0.6547473,-40478.992,-40462.824,489.17603,0,613.23456,0.7887031,-40478.992,-40438.9,474.448,0,584.565,0.88690066,-40478.992,-40408.473
5146,0,231.4940311655687,19.95484,3,203.2383,0.78697187,-47114.84,-46883.348,-47074.71,20.605883,3,140.5328,0.94842595,-47114.84,-47007.0,19.64029,3,195.69652,0.8175663,-47114.84,-47066.98,19.66987,3,190.23961,0.8374893,-47114.84,-47061.242,22.115477,3,199.70377,0.8017606,-47114.84,-47071.117
5149,0,226.62325679778627,114.136246,2,277.48697,0.7613947,-46183.773,-45957.152,-46149.355,94.73411,2,240.58728,0.89154255,-46183.773,-46110.574,108.02722,2,280.21674,0.7484262,-46183.773,-46151.984,94.19706,2,259.89597,0.8336278,-46183.773,-46131.426,101.96465,2,270.1753,0.793791,-46183.773,-46142.086
5152,0,193.9309792709436,142.06467,2,286.2891,0.73003024,-40283.996,-40090.07,-40255.734,138.04225,2,332.5838,0.4514472,-40283.996,-40287.414,128.83406,2,300.1133,0.654694,-40283.996,-40267.695,135.8044,2,271.02515,0.80007917,-40283.996,-40240.81,134.78348,2,279.6794,0.7621808,-40283.996,-40249.45
5163,1,210.36435003066532,97.50852,2,264.05716,0.76631105,-35548.58,-35338.22,-35513.18,96.644775,2,245.72458,0.84004396,-35548.58,-35494.37,103.01376,2,275.4226,0.71004164,-35548.58,-35523.85,104.84468,2,292.4933,0.6122246,-35548.58,-35537.71,103.98193,2,272.54108,0.7250359,-35548.58,-35521.24
5221,0,163.61076582539394,1147.6592,0,1306.2032,0.76105666,-38454.465,-38290.918,-38421.09,1181.6611,0,1209.8895,0.9758282,-38454.465,-38317.68,1128.9513,0,1256.4777,0.92201626,-38454.465,-38368.19,1163.9891,0,1280.3201,0.8631417,-38454.465,-38394.27,1178.4586,0,1179.5071,0.9889885,-38454.465,-38285.79
5223,1,187.83740022945904,124.29327,2,275.9462,0.74382925,-29780.85,-29593.021,-29750.068,118.38619,2,314.58316,0.5177118,-29780.85,-29779.426,128.99681,2,300.26895,0.60819715,-29780.85,-29770.469,129.6505,2,305.7351,0.5741662,-29780.85,-29774.191,133.59096,2,285.44968,0.694512,-29780.85,-29758.71
5230,0,286.19142611322934,492.98276,0,739.19556,0.8432581,-47546.77,-47260.605,-47492.035,535.17737,0,585.9415,0.99648184,-47546.77,-47329.367,511.33426,0,665.88,0.97289264,-47546.77,-47412.29,523.1447,0,731.00995,0.8692952,-47546.77,-47483.227,502.94934,0,684.103,0.95726377,-47546.77,-47431.9
5252,0,296.52510926663683,59.191658,3,296.8359,0.8360411,-47102.93,-46806.414,-47049.9,56.224163,3,234.10168,0.96223414,-47102.93,-46981.535,53.633446,3,228.20256,0.96736115,-47102.93,-46975.18,67.99745,3,285.75613,0.87139356,-47102.93,-47038.0,56.74008,3,292.63654,0.8502715,-47102.93,-47045.43
5271,0,210.0030718311621,211.71326,1,377.1452,0.7649832,-44397.777,-44187.78,-44362.695,205.09091,1,475.5307,0.20535439,-44397.777,-44408.562,207.41534,1,375.25684,0.7736141,-44397.777,-44360.836,205.38702,1,362.39014,0.8262996,-44397.777,-44347.688,198.23633,1,372.2637,0.78679407,-44397.777,-44357.85
5273,0,188.36084244525864,66.34057,3,214.97266,0.73773795,-36419.082,-36230.727,-36389.35,68.73646,3,199.61076,0.80662256,-36419.082,-36374.188,60.176243,3,234.45912,0.6304557,-36419.082,-36405.965,71.81281,3,202.78311,0.7936179,-36419.082,-36377.43,69.161896,3,211.45837,0.75479203,-36419.082,-36386.02
5282,0,194.83854404835546,293.81863,1,438.3853,0.73169917,-40436.27,-40241.44,-40407.812,304.1319,1,631.3132,0.01829644,-40436.27,-40439.086,288.58215,1,452.8728,0.65240663,-40436.27,-40420.35,284.9179,1,422.3508,0.80481464,-40436.27,-40392.06,296.65936,1,437.19574,0.7376697,-40436.27,-40406.7
5302,1,222.84688598433115,55.488308,3,236.23843,0.78441435,-37650.695,-37427.848,-37611.242,57.853935,3,199.99847,0.90213144,-37650.695,-37572.63,63.43838,3,237.57855,0.7785444,-37650.695,-37612.58,56.883347,3,261.50174,0.65544766,-37650.695,-37634.29,57.184727,3,242.57338,0.7556521,-37650.695,-37617.477
5305,1,214.43465444710395,65.84119,3,240.3834,0.7768152,-36668.215,-36453.785,-36630.496,72.234,3,201.8303,0.9034722,-36668.215,-36589.516,76.78591,3,250.34216,0.7293907,-36668.215,-36640.062,73.19633,3,267.95596,0.63163316,-36668.215,-36654.96,72.494545,3,247.85355,0.74181616,-36668.215,-36637.742
5324,1,182.6578300088964,441.37354,0,583.0508,0.72859013,-30084.518,-29901.893,-30056.871,414.58078,0,796.612,0.010087677,-30084.518,-30086.29,427.02097,0,585.25525,0.7171379,-30084.518,-30058.883,432.9868,0,608.5609,0.5802529,-30084.518,-30077.3,438.21243,0,625.5377,0.47052324,-30084.518,-30086.652
5333,1,206.34573938663146,227.58809,1,386.10934,0.75523347,-36809.08,-36602.742,-36776.08,222.09833,1,422.64362,0.54602695,-36809.08,-36805.17,233.23015,1,399.94232,0.6835567,-36809.08,-36788.668,223.51643,1,411.54453,0.6156084,-36809.08,-36797.84,233.98933,1,391.5765,0.7282533,-36809.08,-36781.24
5347,1,352.91860653881,25.861881,3,308.99902,0.86285925,-32745.047,-32392.133,-32683.47,28.95,3,108.441795,0.9990769,-32745.047,-32473.375,23.86663,3,199.73798,0.990506,-32745.047,-32566.135,33.81238,3,331.06882,0.7809043,-32745.047,-32706.553,30.080435,3,314.99936,0.84353346,-32745.047,-32689.91
5356,1,186.16331221140257,1215.5933,0,1386.1564,0.7796615,-33248.414,-33062.324,-33211.414,1181.5011,0,711.28046,1.0,-33248.414,-32526.074,1213.3644,0,1337.1979,0.9286559,-33248.414,-33158.86,1205.0756,0,1407.509,0.6672569,-33248.414,-33230.99,1222.2771,0,1427.8043,0.53864956,-33248.414,-33245.28
5369,0,191.65008861088182,76.09633,3,229.85641,0.7465872,-36435.754,-36244.105,-36404.34,68.705666,3,224.80531,0.7703208,-36435.754,-36399.45,71.88645,3,245.65704,0.6626125,-36435.754,-36418.34,69.576035,3,214.90154,0.8121828,-36435.754,-36389.43,75.00079,3,225.4062,0.76758665,-36435.754,-36400.035
5371,0,181.74295829673113,227.34412,1,360.4853,0.7079567,-42898.773,-42717.04,-42874.41,216.0281,1,286.15332,0.9424289,-42898.773,-42796.285,221.12337,1,388.36517,0.5419657,-42898.773,-42895.23,218.95807,1,344.16727,0.78667855,-42898.773,-42858.867,214.24532,1,354.85394,0.73696154,-42898.773,-42869.258
5380,0,338.4663186004246,99.04852,2,366.8909,0.8549096,-41046.727,-40708.266,-40987.848,95.49037,2,274.13614,0.98459756,-41046.727,-40887.59,98.28403,2,270.89978,0.98580784,-41046.727,-40884.207,94.74066,2,353.96585,0.89149797,-41046.727,-40973.81,88.005905,2,361.1922,0.8721748,-41046.727,-40981.688
5381,1,172.8060473493129,434.57877,0,581.2307,0.737019,-35249.895,-35077.117,-35220.617,409.92395,0,525.5782,0.9221723,-35249.895,-35161.95,412.83414,0,571.689,0.7820861,-35249.895,-35211.367,426.1981,0,606.24023,0.5942728,-35249.895,-35241.152,436.92023,0,624.08966,0.47960937,-35249.895,-35251.4
5392,1,301.0263727859335,34.38999,3,267.9141,0.8332571,-38016.188,-37715.164,-37964.035,32.00555,3,144.28093,0.99166614,-38016.188,-37831.516,33.574375,3,209.02103,0.9577239,-38016.188,-37899.836,30.727688,3,289.37595,0.742235,-38016.188,-37985.66,34.169456,3,273.4987,0.812371,-38016.188,-37969.875
5403,0,180.70850786590344,367.68637,0,514.07025,0.7355411,-40368.566,-40187.867,-40339.453,358.87405,0,409.89288,0.97611445,-40368.566,-40228.242,365.80994,0,526.72205,0.6673006,-40368.566,-40350.598,370.99057,0,500.97107,0.7959462,-40368.566,-40326.64,360.4617,0,478.90707,0.8733288,-40368.566,-40303.293
5406,0,239.72534527837104,66.314545,3,257.14127,0.7956096,-48245.695,-48005.973,-48203.543,67.264565,3,227.05363,0.89380884,-48245.695,-48171.45,67.9925,3,241.93344,0.8518154,-48245.695,-48187.613,66.39307,3,244.26166,0.84412396,-48245.695,-48190.1,68.17436,3,253.54085,0.81020504,-48245.695,-48199.85
5413,1,182.26230993452683,343.31516,0,487.29315,0.73154426,-34063.273,-33881.027,-34034.94,368.83743,0,442.23474,0.8972793,-34063.273,-33988.098,351.57394,0,513.1088,0.58282685,-34063.273,-34055.746,359.077,0,777.12006,0.0014596913,-34063.273,-34063.64,359.14175,0,531.29193,0.4659064,-34063.273,-34065.73
5414,0,177.5223189118015,213.92009,1,357.4297,0.7292372,-38856.445,-38678.934,-38828.39,211.72047,1,422.94342,0.33253706,-38856.445,-38865.438,222.95848,1,390.12,0.537191,-38856.445,-38853.336,212.95908,1,343.3817,0.7945287,-38856.445,-38814.71,208.72134,1,354.12216,0.7457236,-38856.445,-38825.29
5459,1,277.4947075846404,242.52948,1,465.16998,0.82595265,-39520.76,-39243.28,-39470.96,237.41063,1,404.92142,0.95733535,-39520.76,-39405.36,258.01755,1,423.64532,0.93265206,-39520.76,-39425.797,238.8539,1,486.83832,0.7306158,-39520.76,-39492.543,257.6534,1,471.36618,0.80174595,-39520.76,-39477.39
5463,0,253.48112272582622,161.20164,2,358.2904,0.8025002,-48882.887,-48629.41,-48839.117,152.37057,2,432.1131,0.3785046,-48882.887,-48890.18,162.91907,2,332.70718,0.8868689,-48882.887,-48811.82,152.65369,2,343.8002,0.8549942,-48882.887,-48823.86,151.88622,2,352.13467,0.82637256,-48882.887,-48832.727
5474,1,201.36101878536851,39.607014,3,194.55695,0.74837595,-34194.785,-33993.426,-34163.0,38.1287,3,147.79143,0.90792805,-34194.785,-34113.76,41.42619,3,216.52934,0.6285968,-34194.785,-34181.9,41.430523,3,222.68854,0.5910175,-34194.785,-34186.31,32.001167,3,198.9971,0.72632164,-34194.785,-34167.164
5476,0,252.23417715502706,55.404396,3,254.89653,0.8044645,-48780.086,-48527.855,-48735.734,56.929028,3,214.16609,0.9211532,-48780.086,-48691.78,57.330784,3,231.73814,0.88163596,-48780.086,-48711.055,64.851654,3,243.88673,0.84508514,-48780.086,-48724.188,52.119064,3,250.35564,0.8221169,-48780.086,-48731.027
5479,0,305.2515715907145,165.9165,2,416.23102,0.8447796,-45604.312,-45299.07,-45548.742,182.12471,1,376.2451,0.93836135,-45604.312,-45505.07,182.1554,1,351.10196,0.966727,-45604.312,-45477.76,175.71817,1,405.2117,0.87843645,-45604.312,-45536.85,185.90434,1,417.71045,0.83972645,-45604.312,-45550.316
5485,0,229.85871682319004,68.54425,3,252.02734,0.78742456,-47163.684,-46933.83,-47123.484,60.5075,3,278.93576,0.650082,-47163.684,-47147.992,66.51015,3,240.51593,0.8326669,-47163.684,-47111.59,63.738934,3,238.09091,0.84114265,-47163.684,-47109.023,64.543945,3,247.21478,0.80735636,-47163.684,-47118.582
5487,0,196.908271933528,156.28444,2,322.11716,0.76548743,-39417.875,-39220.973,-39382.676,167.55258,2,368.59573,0.49679473,-39417.875,-39418.125,166.40375,2,336.03943,0.6952528,-39417.875,-39395.586,178.50294,1,313.93277,0.80111766,-39417.875,-39374.484,165.07541,2,319.4915,0.7773859,-39417.875,-39380.086
5495,0,268.2294787498862,44.172523,3,253.45274,0.8136078,-48756.527,-48488.3,-48709.79,43.236004,3,187.7953,0.9591293,-48756.527,-48638.453,46.026485,3,220.92838,0.9094666,-48756.527,-48674.7,48.81305,3,241.59592,0.85539746,-48756.527,-48697.246,44.30487,3,249.5952,0.82814676,-48756.527,-48705.758
5508,1,173.68949496976592,158.35368,2,294.46872,0.7145052,-32768.273,-32594.592,-32742.814,158.05534,2,384.96436,0.19550273,-32768.273,-32779.0,155.37352,2,325.49173,0.5296519,-32768.273,-32765.832,150.18793,2,586.7044,0.0013098838,-32768.273,-32768.61,145.86041,2,298.59378,0.6923669,-32768.273,-32746.459
5509,0,189.73994267629843,89.25756,2,241.44922,0.7440042,-37432.105,-37242.37,-37401.195,97.61151,2,223.8668,0.82026947,-37432.105,-37383.605,96.53327,2,269.22562,0.5875345,-37432.105,-37424.016,104.07035,2,231.61389,0.7890759,-37432.105,-37391.562,109.969215,2,242.03737,0.74113435,-37432.105,-37401.75
5519,1,173.26367849131583,220.81093,1,366.9629,0.7346984,-32844.613,-32671.363,-32815.61,228.01482,1,544.603,0.027249552,-32844.613,-32848.38,214.1482,1,381.69513,0.6544648,-32844.613,-32828.414,203.02863,1,389.00702,0.61064625,-32844.613,-32833.965,223.74956,1,371.80087,0.7096902,-32844.613,-32820.027
5525,0,190.33953613698498,63.4407,3,213.6805,0.74045527,-38366.664,-38176.33,-38336.414,64.65516,3,160.2132,0.9182323,-38366.664,-38280.047,67.70054,3,241.65424,0.5819271,-38366.664,-38359.168,60.933228,3,199.57246,0.8037787,-38366.664,-38322.48,58.16889,3,208.16885,0.76667863,-38366.664,-38331.117
5528,0,217.94902530183964,184.67023,1,351.136,0.766212,-46785.332,-46567.387,-46749.953,174.8769,1,497.45157,0.07055059,-46785.332,-46792.4,176.24625,1,345.45132,0.79135346,-46785.332,-46744.29,179.11221,1,336.59155,0.82645464,-46785.332,-46735.15,188.22986,1,350.1121,0.77090734,-46785.332,-46748.94
5559,0,170.5010145710476,577.475,0,729.0782,0.7461314,-39231.09,-39060.62,-39200.15,580.4742,0,775.5382,0.46762618,-39231.09,-39233.42,554.5808,0,707.2346,0.8382835,-39231.09,-39178.02,589.8451,0,717.992,0.796771,-39231.09,-39189.21,578.89435,0,674.73224,0.9234104,-39231.09,-39142.6
5567,0,189.9336691650026,94.74046,2,243.47267,0.73810476,-36447.625,-36257.7,-36417.855,97.37156,2,248.24776,0.7137192,-36447.625,-36422.242,85.84246,2,259.0025,0.65416455,-36447.625,-36431.4,97.69625,2,230.63379,0.7966817,-36447.625,-36405.266,91.52825,2,237.97356,0.7644672,-36447.625,-36412.586
5579,0,231.73412808061516,274.92328,1,453.22653,0.78214145,-48438.42,-48206.7,-48399.61,270.71555,1,441.53186,0.8290771,-48438.42,-48387.586,254.10458,1,419.90353,0.89431065,-48438.42,-48364.246,273.51,1,439.66727,0.8357717,-48438.42,-48385.617,273.28732,1,451.058,0.7914742,-48438.42,-48397.438
5585,0,317.7057712707616,59.02014,3,311.0054,0.8455041,-43433.21,-43115.51,-43377.305,59.1988,3,213.73685,0.98515856,-43433.21,-43272.242,64.455284,3,238.55096,0.9723266,-43433.21,-43298.473,54.18744,3,297.91162,0.8845288,-43433.21,-43363.14,49.133705,3,305.77567,0.8622363,-43433.21,-43371.69
5591,0,175.1750192618858,757.4395,0,898.14777,0.7284549,-35074.59,-34899.457,-35047.137,766.1183,0,1224.718,0.0005002066,-35074.59,-35074.734,789.43787,0,931.8172,0.52626723,-35074.59,-35072.477,762.54407,0,884.6105,0.7926123,-35074.59,-35034.0,789.0218,0,825.2925,0.9474285,-35074.59,-34969.86
5593,1,244.81014883356326,37.81893,3,230.29625,0.79746,-39678.473,-39433.664,-39635.895,37.289547,3,157.68619,0.9619949,-39678.473,-39557.26,36.09871,3,211.43492,0.86461586,-39678.473,-39616.004,38.647408,3,254.60538,0.6784743,-39678.473,-39658.74,36.171543,3,235.85384,0.7734542,-39678.473,-39641.477
